Restaurant,Location,Cuisines,Cuisines0,Cuisines1,Cuisines2,Average_Cost,Minimum_Order,Rating,Votes,Reviews,Delivery_Time
ID_6447,"Nathan Road, Mangaldas Road, Pune","Chinese, North Indian, Seafood, Street Food",Chinese,North,Indian,250,50,3.8,250,100,45
ID_4216,"BTM Layout 1, Electronic City","Pizza, Italian, Beverages",Pizza,Italian,Beverages,200,50,4,682,212,45
ID_407,"Sector 14, Noida","North Indian, Chinese",North,Indian,Chinese,400,50,4,999,527,45
ID_4625,"Sector 63A,Gurgaon","North Eastern, Momos, Fast Food, Beverages, Tibetan",North,Eastern,Momos,100,50,,,,30
ID_776,"Musi Nagar, Malakpet, Hyderabad",South Indian,South,Indian,,100,50,4.1,257,68,30
ID_5369,"FTI College, Law College Road, Pune",North Indian,North,Indian,,100,50,3.4,12,1,30
ID_2919,"Raja Bazar, Kolkata","South Indian, North Indian, Chinese",South,Indian,North,250,50,3.6,147,56,45
ID_6403,"Sector 63A,Gurgaon","North Indian, Chinese",North,Indian,Chinese,300,50,3.7,202,79,45
ID_4506,"Noorkhan Bazaar, Malakpet, Hyderabad","South Indian, Chinese",South,Indian,Chinese,100,0,NEW,,,30
ID_7139,"Sandhurst Road, Mumbai CST Area","Chinese, Mughlai, North Indian",Chinese,Mughlai,North,250,50,3.1,6,1,30
ID_889,"Sector 1, Noida","Biryani, Mughlai, Hyderabadi, Desserts",Biryani,Mughlai,Hyderabadi,300,99,4.2,1327,527,120
ID_2472,"Delhi High Court, India Gate","North Indian, European, Chinese, Fast Food",North,Indian,European,750,50,4.1,1727,1225,30
ID_7292,"Babarpur, New Delhi, Delhi","Bakery, Desserts",Bakery,Desserts,,100,50,,,,30
ID_5875,"Sector 1, Noida","North Indian, Chinese, Momos, Rolls",North,Indian,Chinese,150,50,4.3,183,124,45
ID_7480,"Delhi Administration Flats, Timarpur",Asian,Asian,,,400,50,,,,30
ID_8124,"Delhi High Court, India Gate","Healthy Food, Continental",Healthy,Food,Continental,200,50,3.7,208,72,65
ID_7872,"Delhi Administration Flats, Timarpur","Mughlai, North Indian",Mughlai,North,Indian,300,50,3.6,30,12,30
ID_3570,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","North Indian, Chinese",North,Indian,Chinese,200,50,3.8,148,40,45
ID_3723,"Tiretti, Kolkata","Mishti, Fast Food",Mishti,Fast,Food,100,50,3.8,119,38,45
ID_513,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",North Indian,North,Indian,,150,50,3.5,31,4,30
ID_7003,"Sector 3, Marathalli",Chinese,Chinese,,,250,50,3.3,9,1,30
ID_3332,"Nathan Road, Mangaldas Road, Pune","North Indian, Chinese",North,Indian,Chinese,150,50,,,,30
ID_3629,Delhi University-GTB Nagar,"North Indian, Italian, Continental, Lebanese, Desserts, Beverages",North,Indian,Italian,200,50,,,,30
ID_3536,"Mico Layout, Stage 2, BTM Layout,Bangalore","Beverages, Juices",Beverages,Juices,,100,50,3.8,87,24,30
ID_6219,Delhi Cantt.,"Continental, Fast Food",Continental,Fast,Food,150,50,3.5,11,10,30
ID_3467,"Babarpur, New Delhi, Delhi","Italian, Beverages",Italian,Beverages,,200,50,3.3,10,6,30
ID_4352,"Delhi Administration Flats, Timarpur","Fast Food, North Indian",Fast,Food,North,600,50,3.5,157,77,45
ID_8471,"Delhi High Court, India Gate","Chinese, Asian",Chinese,Asian,,200,50,4.1,56,42,30
ID_1911,"Moulali, Kolkata",Ice Cream,Ice,Cream,,100,50,3.2,7,,45
ID_5089,"Delhi High Court, India Gate",Healthy Food,Healthy,Food,,200,50,3.8,53,17,30
ID_5951,Majestic,"Beverages, Fast Food",Beverages,Fast,Food,100,50,3.6,27,7,65
ID_5226,"D-Block, Sector 63, Noida","Chinese, Asian",Chinese,Asian,,300,99,2.5,103,56,65
ID_7740,"Moulali, Kolkata","South Indian, Beverages",South,Indian,Beverages,150,50,3.7,108,80,30
ID_5538,"Noorkhan Bazaar, Malakpet, Hyderabad","North Indian, Beverages",North,Indian,Beverages,100,50,2.8,4,3,30
ID_2865,"MG Road, Pune","North Indian, Continental, Italian",North,Indian,Continental,600,0,4.3,417,247,30
ID_7181,Mumbai Central,"Mithai, Fast Food",Mithai,Fast,Food,100,50,3.2,6,1,45
ID_4805,"D-Block, Sector 63, Noida","Pizza, Fast Food",Pizza,Fast,Food,150,50,3.7,121,42,65
ID_3186,"Chandni Chowk, Kolkata","Sandwich, Fast Food, Beverages",Sandwich,Fast,Food,100,50,NEW,,,30
ID_5787,"Sector 1, Noida","Bakery, Desserts",Bakery,Desserts,,200,200,3.9,336,217,120
ID_8137,"Sector 63A,Gurgaon","North Indian, Chinese, Beverages",North,Indian,Chinese,200,50,3.9,26,21,30
ID_2680,"Delhi Administration Flats, Timarpur",Fast Food,Fast,Food,,150,50,3.6,48,15,30
ID_2772,"Sector 3, Marathalli","Chinese, Continental, Italian, Healthy Food, Asian, North Indian, Pizza, Desserts",Chinese,Continental,Italian,200,0,3.1,181,75,45
ID_7918,"Mico Layout, Stage 2, BTM Layout,Bangalore","Beverages, Juices",Beverages,Juices,,100,50,3.7,6,,30
ID_7759,"Delhi Administration Flats, Timarpur",South Indian,South,Indian,,200,50,4.1,416,225,30
ID_1488,"Mico Layout, Stage 2, BTM Layout,Bangalore","Beverages, Tea, Fast Food",Beverages,Tea,Fast,100,50,3.4,4,1,30
ID_6528,"FTI College, Law College Road, Pune","North Indian, Biryani, Seafood",North,Indian,Biryani,350,50,3.5,30,17,30
ID_4426,"Rmz Centennial, I Gate, Whitefield",North Indian,North,Indian,,150,50,3.4,12,2,30
ID_4471,"Chandni Chowk, Kolkata","South Indian, Chinese",South,Indian,Chinese,200,50,3.8,303,157,30
ID_7171,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","North Indian, Mughlai, Chinese, Rolls, Biryani",North,Indian,Mughlai,200,50,4.3,244,167,45
ID_6051,Pune University,North Indian,North,Indian,,200,50,3.4,33,15,30
ID_3605,"Rmz Centennial, I Gate, Whitefield",Burger,Burger,,,150,50,3.4,26,16,65
ID_8119,"Tejas Nagar Colony, Wadala West, Mumbai","Bakery, Desserts, Fast Food",Bakery,Desserts,Fast,100,50,,,,120
ID_5397,"Sector 63A,Gurgaon","Fast Food, Beverages",Fast,Food,Beverages,250,0,,,,30
ID_4744,"Nathan Road, Mangaldas Road, Pune",Ice Cream,Ice,Cream,,100,50,3.5,17,9,30
ID_3280,"Rmz Centennial, I Gate, Whitefield","South Indian, Chettinad",South,Indian,Chettinad,150,50,NEW,,,30
ID_1065,"Mico Layout, Stage 2, BTM Layout,Bangalore","North Indian, Continental, Finger Food, American, Asian",North,Indian,Continental,800,50,4.3,1201,626,45
ID_6993,"Delhi High Court, India Gate",South Indian,South,Indian,,200,50,3.9,124,58,45
ID_1758,"Delhi High Court, India Gate","Bakery, Desserts, Cafe",Bakery,Desserts,Cafe,300,50,3.9,449,184,45
ID_8525,"FTI College, Law College Road, Pune",Bakery,Bakery,,,100,50,3.6,38,16,30
ID_3925,Majestic,Biryani,Biryani,,,100,50,3.3,4,,30
ID_7800,"Sandhurst Road, Mumbai CST Area","Fast Food, Burger, Beverages",Fast,Food,Burger,150,50,3.8,243,80,30
ID_8121,"Sector 14, Noida","Pizza, Fast Food, Italian, Desserts, Beverages",Pizza,Fast,Food,350,199,4.3,1037,539,45
ID_2845,"Rmz Centennial, I Gate, Whitefield",South Indian,South,Indian,,100,50,4,114,28,45
ID_5265,"Sector 3, Marathalli","Hyderabadi, Biryani",Hyderabadi,Biryani,,300,99,3.8,872,146,65
ID_7634,"Sector 14, Noida",Chinese,Chinese,,,100,50,3.3,10,2,30
ID_8521,"Sector 1, Noida","North Indian, Chinese",North,Indian,Chinese,200,50,3.1,26,10,45
ID_8205,"Sector 14, Noida","Bakery, Desserts",Bakery,Desserts,,150,50,3.8,113,30,30
ID_5062,Mumbai Central,"Chinese, North Indian",Chinese,North,Indian,200,50,3.5,114,54,30
ID_842,Delhi Cantt.,"North Indian, South Indian, Chinese, Mithai",North,Indian,South,100,50,3.6,29,4,30
ID_3456,"Mico Layout, Stage 2, BTM Layout,Bangalore","Biryani, North Indian, Chinese, Mughlai, Seafood",Biryani,North,Indian,250,50,3.5,22,9,45
ID_3774,"Mico Layout, Stage 2, BTM Layout,Bangalore","Beverages, Juices",Beverages,Juices,,100,50,3.5,8,3,30
ID_3777,"Dockyard Road, Mumbai CST Area","Beverages, Fast Food",Beverages,Fast,Food,150,50,3.7,108,31,30
ID_2385,"Nathan Road, Mangaldas Road, Pune",Sandwich,Sandwich,,,100,50,,,,30
ID_8444,Delhi University-GTB Nagar,"Burger, Fast Food",Burger,Fast,Food,200,50,3.9,280,120,65
ID_4160,"FTI College, Law College Road, Pune",North Indian,North,Indian,,300,50,3.7,255,112,30
ID_4690,"Sector 1, Noida","North Indian, Chinese, Mughlai",North,Indian,Chinese,250,50,3.7,200,74,65
ID_5106,"FTI College, Law College Road, Pune","North Indian, Mughlai",North,Indian,Mughlai,300,50,2.9,7,2,30
ID_5090,"Yerawada, Pune, Maharashtra","Fast Food, Italian, Beverages",Fast,Food,Italian,200,50,3.9,327,173,45
ID_3464,"Babarpur, New Delhi, Delhi",Fast Food,Fast,Food,,100,50,3.2,6,2,45
ID_3084,"Sector 1, Noida","North Indian, Chinese, Rolls",North,Indian,Chinese,150,50,3.3,17,12,30
ID_4173,"Delhi High Court, India Gate",Ice Cream,Ice,Cream,,100,50,4,225,135,65
ID_556,"Mico Layout, Stage 2, BTM Layout,Bangalore","North Indian, Chinese, Street Food, Beverages",North,Indian,Chinese,250,50,4,193,89,30
ID_5338,"Sector 1, Noida",Seafood,Seafood,,,400,50,3.8,117,66,45
ID_7100,"Hyderabad Public School, Begumpet",South Indian,South,Indian,,100,50,3.3,167,3,30
ID_8636,Pune University,North Indian,North,Indian,,100,50,3.8,70,37,30
ID_1638,"Babarpur, New Delhi, Delhi","Fast Food, Healthy Food",Fast,Food,Healthy,100,50,NEW,,,30
ID_3042,"Tiretti, Kolkata","Sandwich, Beverages, Fast Food",Sandwich,Beverages,Fast,100,50,3.6,29,6,30
ID_3094,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",North Indian,North,Indian,,100,50,3.2,9,,30
ID_6613,"Sector 3, Marathalli","Cafe, Beverages, Fast Food",Cafe,Beverages,Fast,300,50,3.7,24,11,30
ID_8605,"Delhi Administration Flats, Timarpur","North Indian, Mughlai",North,Indian,Mughlai,200,50,,,,30
ID_3174,"MG Road, Pune","Continental, Kebab, Italian, Modern Indian, Finger Food, Asian, Sushi, Desserts",Continental,Kebab,Italian,600,50,3.9,554,320,30
ID_4400,"D-Block, Sector 63, Noida","Chinese, North Indian",Chinese,North,Indian,150,50,3.1,8,3,30
ID_6931,"Sandhurst Road, Mumbai CST Area",Fast Food,Fast,Food,,100,50,NEW,,,30
ID_4714,Delhi Cantt.,North Indian,North,Indian,,150,50,3,9,1,30
ID_5417,"Sandhurst Road, Mumbai CST Area",Fast Food,Fast,Food,,150,50,3,61,8,30
ID_5657,"Sector 14, Noida","North Indian, Chinese",North,Indian,Chinese,250,50,NEW,,,30
ID_4227,"FTI College, Law College Road, Pune","Cafe, Fast Food",Cafe,Fast,Food,200,50,3.3,20,9,30
ID_7609,Mumbai Central,"Bakery, Desserts",Bakery,Desserts,,150,50,3.6,42,18,30
ID_65,"Hyderabad Public School, Begumpet","Bakery, Ice Cream, Coffee",Bakery,Ice,Cream,200,50,2.9,8,2,30
ID_7606,Majestic,"Cafe, Chinese, Desserts",Cafe,Chinese,Desserts,200,50,3.5,8,6,30
ID_7976,Delhi University-GTB Nagar,"North Indian, Chinese",North,Indian,Chinese,200,50,3.3,96,19,65
ID_5129,"Chandni Chowk, Kolkata",Mishti,Mishti,,,50,50,3.7,109,24,65
ID_2001,"Sector 14, Noida","Bengali, Rolls, Biryani",Bengali,Rolls,Biryani,150,50,4,330,210,45
ID_4654,"Rmz Centennial, I Gate, Whitefield","Burger, Fast Food",Burger,Fast,Food,200,50,3.7,52,22,45
ID_1971,"Dockyard Road, Mumbai CST Area","South Indian, Chinese",South,Indian,Chinese,150,50,3.6,98,51,30
ID_3322,"Moulali, Kolkata","South Indian, North Indian",South,Indian,North,100,50,3.3,15,6,30
ID_7180,"MG Road, Pune","Biryani, Kebab",Biryani,Kebab,,150,50,NEW,,,30
ID_3345,Majestic,Biryani,Biryani,,,100,50,,,,30
ID_3931,"Moulali, Kolkata","Chinese, Bengali, Bangladeshi, Rolls",Chinese,Bengali,Bangladeshi,100,50,3.3,16,4,30
ID_4652,"Rmz Centennial, I Gate, Whitefield","Cafe, Beverages",Cafe,Beverages,,200,50,,,,30
ID_5678,"Rmz Centennial, I Gate, Whitefield","Healthy Food, Salad, Mexican, Beverages",Healthy,Food,Salad,200,50,3.9,53,32,30
ID_3710,"Chandni Chowk, Kolkata","Cafe, Chinese, Italian, Continental, North Indian, Mexican, Momos",Cafe,Chinese,Italian,400,50,4.1,925,582,30
ID_2210,"Sector 3, Marathalli",North Indian,North,Indian,,600,99,4.4,2035,1161,45
ID_4893,"Chandni Chowk, Kolkata","North Indian, Fast Food",North,Indian,Fast,150,50,3.4,38,20,45
ID_1606,"Sector 63A,Gurgaon","North Indian, Chinese",North,Indian,Chinese,600,99,3.9,638,419,65
ID_4737,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Fast Food, Healthy Food, Momos",Fast,Food,Healthy,200,50,3.8,124,57,65
ID_7492,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","North Indian, Chinese, Fast Food",North,Indian,Chinese,200,50,3.2,16,8,30
ID_2599,"D-Block, Sector 63, Noida","Bakery, Desserts",Bakery,Desserts,,200,50,3.5,57,12,45
ID_7528,"Rmz Centennial, I Gate, Whitefield","North Indian, Biryani, Mughlai, Chinese",North,Indian,Biryani,350,50,3.6,227,134,45
ID_990,"Sector 1, Noida","Cafe, American, Desserts",Cafe,American,Desserts,400,50,3.9,106,61,30
ID_8145,Mumbai Central,"Mithai, Street Food",Mithai,Street,Food,200,50,3.8,106,38,30
ID_4951,Pune University,Street Food,Street,Food,,100,50,3.7,26,12,30
ID_698,"Rmz Centennial, I Gate, Whitefield",Biryani,Biryani,,,200,50,3.4,64,26,30
ID_8292,"Sandhurst Road, Mumbai CST Area","Chinese, North Indian, South Indian, Street Food",Chinese,North,Indian,200,50,3.5,89,34,45
ID_6781,"FTI College, Law College Road, Pune","Desserts, Ice Cream",Desserts,Ice,Cream,100,50,3.1,4,,30
ID_3191,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","North Indian, Chinese",North,Indian,Chinese,350,50,3,5,,30
ID_8608,"Delhi High Court, India Gate","North Indian, Mughlai, Chinese",North,Indian,Mughlai,200,50,3,93,37,45
ID_6606,Delhi University-GTB Nagar,North Indian,North,Indian,,200,50,2.8,160,52,45
ID_1026,"Sector 3, Marathalli",Bakery,Bakery,,,150,50,3.2,4,1,30
ID_7945,Mumbai Central,Fast Food,Fast,Food,,150,50,3.4,10,4,30
ID_5538,"Sector 3, Marathalli","North Indian, Beverages",North,Indian,Beverages,100,50,2.9,5,4,30
ID_827,Delhi Cantt.,"Cafe, Italian, Fast Food",Cafe,Italian,Fast,350,50,4.3,5116,3019,65
ID_6597,Delhi University-GTB Nagar,North Indian,North,Indian,,100,50,3.5,41,14,30
ID_3558,"D-Block, Sector 63, Noida",South Indian,South,Indian,,100,50,3.2,13,7,30
ID_5442,"Sector 1, Noida","North Indian, Chinese, Fast Food, Salad",North,Indian,Chinese,750,99,3.9,644,441,65
ID_483,"D-Block, Sector 63, Noida",North Indian,North,Indian,,150,50,3.4,11,6,30
ID_7295,"Sector 1, Noida","Bakery, Desserts",Bakery,Desserts,,150,50,3.9,90,53,45
ID_1051,Mumbai Central,"Bakery, Desserts",Bakery,Desserts,,150,50,3.5,34,18,45
ID_2151,"D-Block, Sector 63, Noida","Chinese, Continental, Mughlai, North Indian",Chinese,Continental,Mughlai,350,50,3.8,70,58,30
ID_4401,"Mico Layout, Stage 2, BTM Layout,Bangalore","Pizza, Fast Food, Chinese",Pizza,Fast,Food,200,50,,,,30
ID_3656,"Mico Layout, Stage 2, BTM Layout,Bangalore","Desserts, Fast Food",Desserts,Fast,Food,200,50,3.8,37,6,30
ID_5288,"D-Block, Sector 63, Noida",Chinese,Chinese,,,100,50,3.4,20,,30
ID_6467,"MG Road, Pune","Sandwich, Fast Food",Sandwich,Fast,Food,100,50,4.1,479,235,30
ID_4725,"FTI College, Law College Road, Pune",Fast Food,Fast,Food,,200,50,3.7,105,58,30
ID_5252,"Delhi High Court, India Gate","Fast Food, Ice Cream, Desserts",Fast,Food,Ice,300,50,4.2,141,91,30
ID_7568,"Sector 1, Noida","Cafe, American, Fast Food, Beverages",Cafe,American,Fast,200,50,4,150,84,65
ID_6820,"Sector 3, Marathalli","South Indian, North Indian, Chinese",South,Indian,North,100,50,Opening Soon,,,30
ID_6379,"Noorkhan Bazaar, Malakpet, Hyderabad","North Indian, Chinese",North,Indian,Chinese,100,50,,,,30
ID_3629,"Sector 14, Noida","North Indian, Italian, Continental, Lebanese, Desserts, Beverages",North,Indian,Italian,200,0,,,,30
ID_2311,"Rmz Centennial, I Gate, Whitefield","Biryani, North Indian, Fast Food",Biryani,North,Indian,100,50,3.3,6,4,30
ID_3950,Delhi Cantt.,Kebab,Kebab,,,100,50,3.5,48,9,45
ID_6023,"D-Block, Sector 63, Noida","North Indian, South Indian, Chinese",North,Indian,South,100,50,NEW,,,30
ID_443,"Babarpur, New Delhi, Delhi","Pizza, Fast Food",Pizza,Fast,Food,150,50,3.6,63,27,30
ID_3175,"Mico Layout, Stage 2, BTM Layout,Bangalore","North Indian, Thai, Italian, Chinese, Bar Food, Fast Food, Beverages",North,Indian,Thai,500,99,4.2,1518,805,45
ID_3534,Majestic,"Fast Food, Ice Cream",Fast,Food,Ice,100,50,,,,30
ID_3194,"MG Road, Pune","Ice Cream, Desserts, Beverages",Ice,Cream,Desserts,100,50,3.8,71,35,45
ID_3969,"Dockyard Road, Mumbai CST Area","Beverages, Desserts, Ice Cream",Beverages,Desserts,Ice,200,99,3.7,246,83,30
ID_5388,"Rmz Centennial, I Gate, Whitefield","American, Continental",American,Continental,,100,50,3.4,8,4,30
ID_6502,"Hyderabad Public School, Begumpet","South Indian, North Indian",South,Indian,North,100,50,,,,45
ID_6226,Delhi University-GTB Nagar,"Rolls, North Indian",Rolls,North,Indian,200,50,4,56,40,30
ID_5101,Mumbai Central,"Seafood, Chinese, North Indian",Seafood,Chinese,North,150,50,,,,45
ID_3612,"Delhi High Court, India Gate","North Indian, Mughlai, Biryani, Kebab",North,Indian,Mughlai,250,50,4.4,408,316,65
ID_7632,"Nathan Road, Mangaldas Road, Pune","North Indian, Mughlai, Chinese",North,Indian,Mughlai,250,50,3.7,99,50,45
ID_6198,"Nathan Road, Mangaldas Road, Pune",Rolls,Rolls,,,100,50,,,,30
ID_4186,Delhi University-GTB Nagar,"North Indian, Chinese, Fast Food",North,Indian,Chinese,200,50,3.7,166,48,30
ID_389,"Mico Layout, Stage 2, BTM Layout,Bangalore","Andhra, North Indian, Chinese, Seafood",Andhra,North,Indian,200,50,3.7,45,16,30
ID_2308,Delhi Cantt.,Fast Food,Fast,Food,,200,50,3.3,12,7,30
ID_3070,"Sandhurst Road, Mumbai CST Area","Mughlai, Chinese, Fast Food",Mughlai,Chinese,Fast,200,50,4,1387,651,30
ID_8335,"Musi Nagar, Malakpet, Hyderabad","Street Food, Biryani, North Indian, Chinese",Street,Food,Biryani,100,99,3.7,1033,39,45
ID_1870,"Delhi Administration Flats, Timarpur","North Indian, Chinese",North,Indian,Chinese,200,50,3.6,42,38,30
ID_7057,"Dockyard Road, Mumbai CST Area","North Indian, Chinese",North,Indian,Chinese,300,0,3.6,102,48,45
ID_6317,"Yerawada, Pune, Maharashtra","Asian, Thai, Sushi",Asian,Thai,Sushi,500,50,NEW,,,30
ID_8541,Pune University,"North Indian, Mughlai",North,Indian,Mughlai,200,99,3.6,37,12,30
ID_5601,"Sector 3, Marathalli","Mithai, Street Food",Mithai,Street,Food,100,50,3.3,22,8,30
ID_4973,"MG Road, Pune","Salad, European, Steak, Healthy Food, Beverages, Finger Food",Salad,European,Steak,550,50,4.2,1319,659,45
ID_2792,"Sector 3, Marathalli","Beverages, Desserts, Ice Cream",Beverages,Desserts,Ice,200,50,,,,30
ID_607,"Yerawada, Pune, Maharashtra","Bakery, Fast Food",Bakery,Fast,Food,200,50,3.5,30,14,120
ID_217,"Sector 1, Noida",North Indian,North,Indian,,100,50,3.1,6,,30
ID_802,"Delhi Administration Flats, Timarpur","Fast Food, Beverages",Fast,Food,Beverages,100,50,3.8,87,34,30
ID_3327,"Musi Nagar, Malakpet, Hyderabad","South Indian, North Indian, Chinese",South,Indian,North,300,50,4.1,194,60,30
ID_3126,"Delhi High Court, India Gate",North Indian,North,Indian,,300,50,3.8,251,162,65
ID_3858,"FTI College, Law College Road, Pune","Fast Food, Cafe",Fast,Food,Cafe,150,50,3.3,18,7,30
ID_920,"Mico Layout, Stage 2, BTM Layout,Bangalore","Biryani, North Indian, Chinese",Biryani,North,Indian,150,50,3.4,13,2,30
ID_8034,"Chandni Chowk, Kolkata","North Indian, Rajasthani, Beverages",North,Indian,Rajasthani,100,50,3.2,8,2,30
ID_1209,"Mico Layout, Stage 2, BTM Layout,Bangalore","Cafe, Desserts, Beverages",Cafe,Desserts,Beverages,250,50,3.6,46,15,45
ID_5937,Mumbai Central,"Mithai, Street Food",Mithai,Street,Food,100,50,3.4,13,8,30
ID_6468,"Sector 14, Noida","Sandwich, Fast Food, Beverages, Mexican, Desserts",Sandwich,Fast,Food,200,50,3.9,864,362,65
ID_8342,"Tejas Nagar Colony, Wadala West, Mumbai",Ice Cream,Ice,Cream,,50,50,,,,30
ID_7376,"Mico Layout, Stage 2, BTM Layout,Bangalore","Continental, Italian, North Indian, Asian",Continental,Italian,North,900,50,4.1,209,131,30
ID_3142,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Bakery, Desserts",Bakery,Desserts,,200,50,3.2,8,7,30
ID_2953,"D-Block, Sector 63, Noida","North Indian, Mughlai, Chinese",North,Indian,Mughlai,200,50,,,,65
ID_7800,"Dockyard Road, Mumbai CST Area","Fast Food, Burger, Beverages",Fast,Food,Burger,150,50,3.8,243,80,30
ID_1724,"FTI College, Law College Road, Pune","Chinese, Rolls",Chinese,Rolls,,150,50,NEW,,,30
ID_3203,"Sandhurst Road, Mumbai CST Area","Healthy Food, Sandwich, Juices, Beverages",Healthy,Food,Sandwich,200,50,3.7,57,41,30
ID_2247,"FTI College, Law College Road, Pune","Healthy Food, Salad, North Indian, Continental, Beverages",Healthy,Food,Salad,200,50,3.3,9,3,30
ID_3533,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Chinese, North Indian, Mughlai, Ice Cream",Chinese,North,Indian,350,99,3.7,171,70,30
ID_8103,"D-Block, Sector 63, Noida","Bakery, Fast Food",Bakery,Fast,Food,200,50,3.4,29,13,30
ID_8007,Delhi University-GTB Nagar,"North Indian, Chinese",North,Indian,Chinese,200,50,NEW,,,30
ID_126,"Mico Layout, Stage 2, BTM Layout,Bangalore","Kerala, North Indian, Chinese, Fast Food",Kerala,North,Indian,200,50,3.4,10,1,30
ID_5773,"MG Road, Pune",Maharashtrian,Maharashtrian,,,150,50,NEW,,,45
ID_70,"Yerawada, Pune, Maharashtra","Italian, Fast Food",Italian,Fast,Food,200,50,3.4,145,73,30
ID_2363,"Dockyard Road, Mumbai CST Area","Biryani, Kebab, Fast Food",Biryani,Kebab,Fast,250,50,3.5,30,14,30
ID_4980,"Nathan Road, Mangaldas Road, Pune",Fast Food,Fast,Food,,150,99,3.4,29,11,30
ID_6538,Delhi University-GTB Nagar,"Chinese, North Indian",Chinese,North,Indian,100,50,3.3,11,1,30
ID_3881,"FTI College, Law College Road, Pune",Fast Food,Fast,Food,,150,50,,,,30
ID_8158,"Sector 1, Noida","North Indian, Fast Food",North,Indian,Fast,100,50,,,,30
ID_634,"Noorkhan Bazaar, Malakpet, Hyderabad","Desserts, Street Food",Desserts,Street,Food,100,50,3.7,19,4,30
ID_7842,"Mico Layout, Stage 2, BTM Layout,Bangalore","Desserts, Beverages",Desserts,Beverages,,150,50,3.4,5,,30
ID_3215,"FTI College, Law College Road, Pune",Healthy Food,Healthy,Food,,200,50,3.8,53,21,30
ID_1360,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bakery,Bakery,,,150,50,3.5,17,5,30
ID_7020,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","North Indian, Mughlai, BBQ",North,Indian,Mughlai,200,50,3.3,12,5,30
ID_5071,"Sandhurst Road, Mumbai CST Area","North Indian, Chinese, Lebanese",North,Indian,Chinese,200,50,NEW,,,30
ID_3144,Pune University,"Street Food, North Indian",Street,Food,North,200,50,NEW,,,30
ID_6581,"Sector 1, Noida","North Indian, Chinese, Rolls",North,Indian,Chinese,200,50,4.2,91,63,30
ID_5916,"Sector 1, Noida",North Indian,North,Indian,,200,50,2.7,22,15,30
ID_5468,"Nathan Road, Mangaldas Road, Pune",Street Food,Street,Food,,150,50,4,134,103,30
ID_1784,Delhi University-GTB Nagar,"North Indian, Chinese, Momos",North,Indian,Chinese,200,50,3.9,68,36,30
ID_5372,"Sector 14, Noida","South Indian, Chinese",South,Indian,Chinese,150,50,3.3,26,4,30
ID_8174,"Musi Nagar, Malakpet, Hyderabad",South Indian,South,Indian,,150,50,3.6,22,8,30
ID_2593,"D-Block, Sector 63, Noida",Bakery,Bakery,,,200,50,3,49,23,30
ID_4634,"Tejas Nagar Colony, Wadala West, Mumbai",Chinese,Chinese,,,150,50,NEW,,,30
ID_3576,"Sector 1, Noida","North Indian, Mughlai, Chinese",North,Indian,Mughlai,250,99,3.6,365,125,65
ID_4655,"Sector 1, Noida",Rolls,Rolls,,,100,50,3.6,13,4,30
ID_6839,"MG Road, Pune","North Indian, Chinese",North,Indian,Chinese,150,50,3.1,6,2,30
ID_3307,"Mico Layout, Stage 2, BTM Layout,Bangalore","Fast Food, Juices",Fast,Food,Juices,100,50,3.4,52,12,45
ID_4138,"Delhi Administration Flats, Timarpur",Fast Food,Fast,Food,,100,50,3.8,48,29,30
ID_6111,Mumbai Central,Chinese,Chinese,,,200,50,,,,30
ID_1383,"Rmz Centennial, I Gate, Whitefield","Mexican, Fast Food, Healthy Food",Mexican,Fast,Food,200,50,3.9,322,166,30
ID_149,"Raja Bazar, Kolkata",North Indian,North,Indian,,150,50,3.8,287,26,45
ID_4027,"Delhi Administration Flats, Timarpur",North Indian,North,Indian,,150,50,3.1,159,11,45
ID_3861,Pune University,"North Indian, Street Food",North,Indian,Street,200,50,2.5,69,50,45
ID_1486,"Sector 1, Noida","Tea, Fast Food",Tea,Fast,Food,100,50,3.6,34,23,30
ID_3352,"FTI College, Law College Road, Pune",Maharashtrian,Maharashtrian,,,100,50,,,,30
ID_5388,"Sector 3, Marathalli","American, Continental",American,Continental,,100,50,3.6,30,23,30
ID_6185,"Sector 1, Noida","North Indian, Mughlai, Chinese",North,Indian,Mughlai,500,50,3.7,152,61,45
ID_1801,"Mico Layout, Stage 2, BTM Layout,Bangalore","North Indian, Chinese, Biryani",North,Indian,Chinese,200,99,3.7,87,27,45
ID_1264,"MG Road, Pune","Cafe, Healthy Food, Italian",Cafe,Healthy,Food,300,50,4.1,108,63,30
ID_1487,"Sector 63A,Gurgaon","Beverages, Tea, Fast Food",Beverages,Tea,Fast,100,50,3.6,29,27,30
ID_3622,Delhi University-GTB Nagar,"North Indian, Chinese, Fast Food",North,Indian,Chinese,400,50,4.3,2261,1317,30
